platform,age_group,gender,city,interest,engagement_rate,time_spent_minutes
Instagram,65+,Outro,Belo Horizonte,Esportes,0.06173673525895809,9
Instagram,65+,Outro,Manaus,Música,0.05429298381135528,40
Instagram,65+,Feminino,Rio de Janeiro,Negócios,0.047499374519314255,17
Instagram,18-24,Feminino,Brasília,Educação,0.07622065909803828,33
Instagram,18-24,Outro,Salvador,Casa e Decoração,0.07135489111793206,19
Instagram,25-34,Feminino,Curitiba,Beleza,0.07182788612672988,54
Instagram,65+,Masculino,Goiânia,Saúde,0.0688622259847078,40
Instagram,25-34,Feminino,Campinas,Saúde,0.04377814404849305,48
Instagram,35-44,Masculino,Brasília,Culinária,0.06495355790428553,12
Instagram,65+,Feminino,Brasília,Automóveis,0.051949297373749106,32
Instagram,25-34,Masculino,Recife,Viagem,0.07036776355692295,39
Instagram,35-44,Masculino,Fortaleza,Beleza,0.04370948502997273,19
Instagram,35-44,Outro,São Luís,Negócios,0.03640582818055556,11
Instagram,35-44,Outro,Guarulhos,Tecnologia,0.07067631672759635,38
Instagram,55-64,Feminino,Brasília,Música,0.06502151510113066,33
Instagram,25-34,Outro,Belém,Esportes,0.06013745352534047,29
Instagram,55-64,Masculino,Brasília,Negócios,0.06751742651537102,47
Instagram,45-54,Outro,São Luís,Moda,0.060387269449138664,5
Instagram,65+,Feminino,Brasília,Negócios,0.06405305664090818,43
Instagram,18-24,Masculino,Belém,Automóveis,0.04996222833701068,13
Instagram,25-34,Masculino,Guarulhos,Entretenimento,0.02212596566528295,35
Instagram,55-64,Outro,Campinas,Educação,0.06018654311522349,12
Instagram,18-24,Masculino,São Luís,Esportes,0.07953178419331032,10
Instagram,55-64,Masculino,Belo Horizonte,Arte,0.05547517345577417,56
Instagram,25-34,Masculino,Rio de Janeiro,Saúde,0.056647331117445035,31
Instagram,25-34,Feminino,Salvador,Automóveis,0.041932747764085974,43
Instagram,35-44,Masculino,Brasília,Negócios,0.04230762154759099,51
Instagram,55-64,Outro,São Paulo,Culinária,0.023483438509711664,52
Instagram,18-24,Masculino,Curitiba,Automóveis,0.0357467293353918,31
Instagram,45-54,Outro,Manaus,Música,0.060371755677555594,58
Instagram,55-64,Masculino,Campinas,Fitness,0.03163907057491604,26
Instagram,25-34,Masculino,Brasília,Culinária,0.04772205059133294,22
Instagram,65+,Feminino,Fortaleza,Entretenimento,0.07333953211900264,39
Instagram,55-64,Masculino,Curitiba,Fitness,0.05845810694914935,42
Instagram,55-64,Masculino,Rio de Janeiro,Música,0.04621554402123216,38
Instagram,45-54,Masculino,Fortaleza,Esportes,0.05111820109487273,60
Instagram,65+,Masculino,Belo Horizonte,Automóveis,0.07544750100321315,52
Instagram,55-64,Outro,Recife,Negócios,0.037184767059141095,14
Instagram,18-24,Outro,Salvador,Viagem,0.06810401012182783,22
Instagram,65+,Feminino,São Luís,Entretenimento,0.049454167312226543,60
Instagram,18-24,Feminino,Porto Alegre,Moda,0.022529560075539155,29
Instagram,18-24,Masculino,Rio de Janeiro,Entretenimento,0.04165630839739498,5
Instagram,25-34,Outro,Salvador,Saúde,0.02009429710173615,53
Instagram,18-24,Feminino,Curitiba,Automóveis,0.03171979492125394,16
Instagram,55-64,Feminino,Campinas,Moda,0.022120564298737856,53
Instagram,35-44,Outro,Rio de Janeiro,Moda,0.03279000948456205,10
Instagram,18-24,Outro,Porto Alegre,Automóveis,0.05377164324527314,10
Instagram,55-64,Masculino,Brasília,Negócios,0.06764910177958687,57
Instagram,55-64,Outro,Goiânia,Automóveis,0.05283871474183058,10
Instagram,35-44,Feminino,São Paulo,Saúde,0.02785871963319796,50
Instagram,65+,Outro,Guarulhos,Culinária,0.03695606846393343,56
Instagram,55-64,Outro,São Luís,Educação,0.07849826670276125,60
Instagram,45-54,Feminino,São Luís,Educação,0.03087547896642239,15
Instagram,35-44,Masculino,São Luís,Casa e Decoração,0.06332132474857813,53
Instagram,25-34,Feminino,Manaus,Esportes,0.03252915070524337,12
Instagram,18-24,Masculino,Goiânia,Música,0.0795647794648116,50
Instagram,45-54,Masculino,Fortaleza,Casa e Decoração,0.04878643092119981,21
Instagram,55-64,Feminino,Belém,Moda,0.06860902187715677,25
Instagram,65+,Outro,Manaus,Viagem,0.051966096691319894,34
Instagram,65+,Outro,Campinas,Arte,0.021512288144538257,14
Instagram,45-54,Masculino,Recife,Negócios,0.07467387235231711,57
Instagram,18-24,Feminino,Salvador,Fitness,0.046433702217019354,8
Instagram,35-44,Masculino,Salvador,Educação,0.049361672486158595,50
Instagram,65+,Masculino,Rio de Janeiro,Música,0.05169711554330739,26
Instagram,35-44,Masculino,Belo Horizonte,Música,0.039461635171125005,38
Instagram,35-44,Outro,Porto Alegre,Entretenimento,0.049212532274761855,44
Instagram,45-54,Masculino,Manaus,Educação,0.024430508850350655,6
Instagram,55-64,Masculino,Brasília,Saúde,0.05536064458026971,38
Instagram,45-54,Feminino,Belo Horizonte,Negócios,0.043856041952911574,25
Instagram,35-44,Masculino,Manaus,Negócios,0.04220760600191997,60
Instagram,25-34,Outro,Curitiba,Educação,0.0774006023075237,5
Instagram,35-44,Outro,Recife,Educação,0.045866693177054024,38
Instagram,55-64,Masculino,Fortaleza,Entretenimento,0.03103836101715516,22
Instagram,55-64,Feminino,Campinas,Fitness,0.03481793083403729,39
Instagram,65+,Masculino,Belo Horizonte,Culinária,0.042829426816580037,30
Instagram,45-54,Masculino,Goiânia,Viagem,0.06694565770573499,59
Instagram,25-34,Outro,Salvador,Fitness,0.07669981214251859,42
Instagram,18-24,Feminino,Goiânia,Saúde,0.07095488356133121,10
Instagram,65+,Masculino,Goiânia,Saúde,0.025899981409951117,47
Instagram,35-44,Masculino,Rio de Janeiro,Saúde,0.02658115846466376,13
Instagram,65+,Masculino,Rio de Janeiro,Fitness,0.07957513085646055,53
Instagram,55-64,Masculino,Recife,Automóveis,0.025700290617135916,38
Instagram,55-64,Outro,São Luís,Automóveis,0.031198722311743303,13
Instagram,45-54,Masculino,Manaus,Culinária,0.057176732763658505,33
Instagram,35-44,Masculino,Belém,Automóveis,0.06706710722918431,37
Instagram,65+,Outro,Rio de Janeiro,Beleza,0.06237404559092839,15
Instagram,25-34,Masculino,Belo Horizonte,Música,0.021713848226119388,41
Instagram,35-44,Feminino,Salvador,Casa e Decoração,0.06277023103945584,30
Instagram,65+,Masculino,Brasília,Viagem,0.026093361102587052,26
Instagram,35-44,Feminino,Guarulhos,Negócios,0.03853058964111786,17
Instagram,55-64,Masculino,Fortaleza,Tecnologia,0.07721330157471266,33
Instagram,18-24,Masculino,São Luís,Educação,0.03178242461210942,42
Instagram,35-44,Feminino,São Paulo,Culinária,0.06848716552048102,28
Instagram,35-44,Outro,Recife,Saúde,0.06662483492316462,25
Instagram,35-44,Masculino,Porto Alegre,Fitness,0.027294788832822638,32
Instagram,25-34,Outro,Goiânia,Música,0.06314496778726403,6
Instagram,45-54,Feminino,Recife,Casa e Decoração,0.040953043775280216,5
Instagram,65+,Feminino,Porto Alegre,Educação,0.05010178886970479,48
Instagram,18-24,Feminino,Recife,Fitness,0.029248768297416874,10
Instagram,55-64,Feminino,Rio de Janeiro,Saúde,0.04032243553048421,32
Instagram,18-24,Feminino,Rio de Janeiro,Viagem,0.07631669985926715,49
Instagram,18-24,Feminino,Brasília,Moda,0.07093524161378062,9
Instagram,25-34,Masculino,Belém,Educação,0.050445485598744,6
Instagram,18-24,Outro,Belo Horizonte,Casa e Decoração,0.0713247069232734,40
Instagram,35-44,Feminino,Rio de Janeiro,Negócios,0.04129674173461262,31
Instagram,25-34,Feminino,Rio de Janeiro,Culinária,0.036815540256131374,20
Instagram,55-64,Masculino,São Paulo,Arte,0.06497386825223876,21
Instagram,25-34,Feminino,Brasília,Arte,0.07275051289482075,7
Instagram,45-54,Feminino,Curitiba,Tecnologia,0.05505110250268551,8
Instagram,25-34,Feminino,São Luís,Entretenimento,0.07957729300198403,24
Instagram,65+,Masculino,São Luís,Fitness,0.07243932505845292,56
Instagram,35-44,Masculino,Belo Horizonte,Arte,0.055103664852905326,32
Instagram,18-24,Feminino,Belém,Saúde,0.06276928014880694,14
Instagram,35-44,Masculino,Rio de Janeiro,Automóveis,0.051812418751660164,46
Instagram,45-54,Masculino,Porto Alegre,Arte,0.057636747898289334,9
Instagram,25-34,Feminino,São Paulo,Educação,0.06436273338156621,21
Instagram,25-34,Masculino,Fortaleza,Música,0.0700581046903856,13
Instagram,65+,Masculino,São Paulo,Viagem,0.025841380647655805,11
Instagram,65+,Outro,Manaus,Beleza,0.07514857378338445,49
Instagram,35-44,Feminino,Belém,Esportes,0.07844867910782544,30
Instagram,55-64,Outro,Brasília,Automóveis,0.0354772753441636,31
Instagram,18-24,Masculino,São Paulo,Casa e Decoração,0.03939871100507434,41
Instagram,35-44,Masculino,Fortaleza,Negócios,0.030811923339792192,15
Instagram,25-34,Feminino,Recife,Beleza,0.03234107613348036,36
Instagram,65+,Outro,Curitiba,Educação,0.045092073948375735,53
Instagram,55-64,Feminino,Curitiba,Automóveis,0.06534527441164001,50
Instagram,25-34,Masculino,Salvador,Fitness,0.052486883746475976,55
Instagram,55-64,Feminino,Manaus,Culinária,0.05723774707344674,17
Instagram,65+,Masculino,Goiânia,Negócios,0.05654447650498087,13
Instagram,45-54,Masculino,Porto Alegre,Música,0.06209891490634997,60
Instagram,65+,Outro,Belém,Moda,0.04343750783682282,38
Instagram,65+,Feminino,São Luís,Moda,0.029293200832439366,7
Instagram,65+,Outro,Porto Alegre,Arte,0.038631160915855806,19
Instagram,25-34,Feminino,Campinas,Entretenimento,0.05064811344237743,29
Instagram,25-34,Masculino,Curitiba,Automóveis,0.05271782138078754,47
Instagram,55-64,Masculino,Porto Alegre,Culinária,0.07283852674921733,7
Instagram,35-44,Outro,Brasília,Música,0.03313501291328679,57
Instagram,35-44,Masculino,Brasília,Música,0.045119072875223445,36
Instagram,55-64,Feminino,Belo Horizonte,Automóveis,0.04397170846796715,8
Instagram,35-44,Outro,Belém,Esportes,0.052024441056655546,50
Instagram,55-64,Outro,Manaus,Entretenimento,0.07649471759898381,24
Instagram,55-64,Feminino,Campinas,Arte,0.06069539779056887,28
Instagram,25-34,Masculino,Fortaleza,Viagem,0.0301470609877848,31
Instagram,25-34,Outro,Belém,Automóveis,0.051001992481474426,29
Instagram,25-34,Masculino,Belo Horizonte,Fitness,0.04125882486669012,43
Instagram,65+,Feminino,São Paulo,Saúde,0.026181883323699345,50
Instagram,35-44,Outro,Rio de Janeiro,Culinária,0.0656071826067033,53
Instagram,45-54,Masculino,Goiânia,Esportes,0.05281815828477224,26
Instagram,25-34,Outro,Rio de Janeiro,Culinária,0.052663162971040636,11
Instagram,45-54,Outro,São Luís,Culinária,0.07801249430095926,53
Instagram,55-64,Feminino,Salvador,Casa e Decoração,0.02397562031444753,14
Instagram,65+,Feminino,Salvador,Culinária,0.056607746727833946,25
Instagram,45-54,Feminino,Goiânia,Tecnologia,0.07175464235440136,24
Instagram,45-54,Masculino,Brasília,Esportes,0.03580009165418069,24
Instagram,55-64,Feminino,Brasília,Culinária,0.07132638052426751,18
Instagram,18-24,Outro,Recife,Moda,0.03157416653275922,34
Instagram,25-34,Outro,São Luís,Casa e Decoração,0.06999134377162915,54
Instagram,45-54,Masculino,Recife,Entretenimento,0.06633982185581061,18
Instagram,65+,Feminino,Recife,Saúde,0.03442395988881615,35
Instagram,18-24,Outro,Curitiba,Arte,0.03881405603144905,37
Instagram,35-44,Outro,Belo Horizonte,Música,0.0718254405225578,31
Instagram,45-54,Feminino,Curitiba,Negócios,0.035695994172876486,28
Instagram,45-54,Masculino,Curitiba,Casa e Decoração,0.061975495768408315,37
Instagram,45-54,Feminino,Rio de Janeiro,Tecnologia,0.03154817518852866,27
Instagram,25-34,Outro,Campinas,Entretenimento,0.050874530757274966,48
Instagram,65+,Masculino,Recife,Tecnologia,0.051826532762833666,30
Instagram,45-54,Masculino,Rio de Janeiro,Culinária,0.07286521629666402,30
Instagram,18-24,Masculino,São Paulo,Educação,0.05823859169910288,21
Instagram,35-44,Feminino,Recife,Saúde,0.04317392167952348,45
Instagram,18-24,Masculino,Belém,Negócios,0.02675913873640368,16
Instagram,55-64,Outro,São Paulo,Negócios,0.03196439716618888,56
Instagram,25-34,Feminino,Curitiba,Entretenimento,0.07876800023139453,46
Instagram,25-34,Feminino,Fortaleza,Tecnologia,0.06632352427264981,37
Instagram,45-54,Outro,São Luís,Negócios,0.07475607310385651,38
Instagram,18-24,Masculino,Salvador,Música,0.06508494089460273,31
Instagram,45-54,Outro,Curitiba,Tecnologia,0.07398360720342194,50
Instagram,35-44,Feminino,Manaus,Fitness,0.05810159388419753,35
Instagram,35-44,Feminino,Recife,Tecnologia,0.03428134344772367,37
Instagram,55-64,Masculino,Fortaleza,Culinária,0.022651855357537835,45
Instagram,55-64,Outro,Curitiba,Casa e Decoração,0.05366323190437221,49
Instagram,25-34,Outro,Recife,Esportes,0.04366105512855151,45
Instagram,55-64,Masculino,São Luís,Entretenimento,0.028423093398228294,36
Instagram,35-44,Outro,Brasília,Educação,0.05425366391640067,41
Instagram,18-24,Feminino,Curitiba,Fitness,0.06910343673154261,49
Instagram,35-44,Masculino,Belém,Música,0.04853404227414587,39
Instagram,45-54,Outro,Recife,Entretenimento,0.07837130531664908,43
Instagram,25-34,Outro,Belém,Negócios,0.03234190783184465,44
Instagram,18-24,Masculino,Recife,Moda,0.06891291210932368,13
Instagram,55-64,Outro,Campinas,Negócios,0.07097613268063614,29
Instagram,25-34,Masculino,Curitiba,Arte,0.02607152871461384,10
Instagram,18-24,Feminino,Belém,Esportes,0.03244666026394538,15
Instagram,65+,Outro,Manaus,Arte,0.06202792408202093,32
Instagram,45-54,Outro,Recife,Fitness,0.06164065172983191,22
Instagram,45-54,Masculino,Rio de Janeiro,Música,0.03548486157655596,58
Instagram,45-54,Masculino,Fortaleza,Moda,0.043915293660198494,25
Instagram,35-44,Masculino,Goiânia,Fitness,0.04197900672819621,7
Instagram,65+,Outro,Curitiba,Fitness,0.07188943536435445,33
Instagram,45-54,Masculino,Fortaleza,Beleza,0.032125681005383946,24
Instagram,18-24,Feminino,Brasília,Educação,0.06215206429194173,14
Instagram,55-64,Masculino,Rio de Janeiro,Educação,0.04412613479804489,42
Instagram,45-54,Feminino,Curitiba,Música,0.04916682030571059,43
Instagram,25-34,Masculino,Curitiba,Beleza,0.024038048695633096,36
Instagram,55-64,Feminino,Belém,Culinária,0.020481558051455708,56
Instagram,25-34,Outro,Manaus,Culinária,0.07316197626349233,56
Instagram,65+,Masculino,Belo Horizonte,Esportes,0.07059704145763669,55
Instagram,65+,Masculino,Belo Horizonte,Automóveis,0.05198452643995462,20
Instagram,25-34,Outro,São Luís,Entretenimento,0.02344663747174062,54
Instagram,45-54,Feminino,Curitiba,Negócios,0.052074006586794105,12
Instagram,55-64,Masculino,Porto Alegre,Tecnologia,0.0647211257741699,6
Instagram,35-44,Masculino,Belo Horizonte,Música,0.02740429441509349,11
Instagram,25-34,Feminino,Porto Alegre,Viagem,0.0471711424575428,28
Instagram,55-64,Outro,Guarulhos,Fitness,0.07082968057015135,43
Instagram,65+,Feminino,Rio de Janeiro,Educação,0.03270006318948654,54
Instagram,35-44,Outro,Brasília,Moda,0.04916442156441151,39
Instagram,35-44,Feminino,Belém,Negócios,0.02884369512341705,27
Instagram,25-34,Feminino,Salvador,Saúde,0.04369803379216264,23
Instagram,65+,Feminino,Brasília,Viagem,0.06512793760638186,35
Instagram,25-34,Masculino,Goiânia,Viagem,0.04698145300456799,27
Instagram,45-54,Masculino,Curitiba,Viagem,0.0514927868050834,49
Instagram,35-44,Feminino,Porto Alegre,Tecnologia,0.05163456129080543,29
Instagram,45-54,Masculino,Manaus,Automóveis,0.05220866365118208,22
Instagram,18-24,Feminino,Curitiba,Viagem,0.06361000020244252,13
Instagram,65+,Masculino,São Paulo,Entretenimento,0.03878577541206491,47
Instagram,45-54,Feminino,Manaus,Beleza,0.07213956000260818,41
Instagram,65+,Feminino,Curitiba,Automóveis,0.04748787993525408,49
Instagram,18-24,Masculino,Salvador,Culinária,0.0649610268598187,15
Instagram,55-64,Masculino,Manaus,Automóveis,0.021052864733066355,50
Instagram,65+,Masculino,Rio de Janeiro,Entretenimento,0.05209349625213848,14
Instagram,45-54,Outro,Fortaleza,Viagem,0.04886391202206271,33
Instagram,55-64,Feminino,Goiânia,Entretenimento,0.0705444742118529,14
Instagram,65+,Masculino,Porto Alegre,Casa e Decoração,0.02331204153058753,28
Instagram,35-44,Masculino,Curitiba,Negócios,0.046681154363877486,25
Instagram,65+,Outro,São Luís,Música,0.04489224125667639,16
Instagram,25-34,Outro,Recife,Moda,0.028729409938839004,31
Instagram,18-24,Masculino,Recife,Beleza,0.06642895988681458,24
Instagram,18-24,Outro,Recife,Culinária,0.0426546261441131,31
Instagram,65+,Outro,Recife,Esportes,0.06804061812474578,19
Instagram,35-44,Outro,Brasília,Negócios,0.047843079166714354,47
Instagram,65+,Feminino,Brasília,Moda,0.06559678053097076,56
Instagram,25-34,Masculino,Salvador,Saúde,0.05413027641740516,28
Instagram,45-54,Outro,Salvador,Educação,0.036142418803018606,36
Instagram,18-24,Feminino,Guarulhos,Casa e Decoração,0.0472267903032481,55
Instagram,18-24,Outro,Brasília,Negócios,0.052389241530090364,34
Instagram,55-64,Feminino,Porto Alegre,Negócios,0.07570189856366179,19
Instagram,25-34,Feminino,Salvador,Música,0.02890238793779602,19
Instagram,65+,Masculino,São Paulo,Moda,0.07269497471479858,28
Instagram,18-24,Outro,Porto Alegre,Negócios,0.058150906345617176,15
Instagram,18-24,Feminino,Guarulhos,Entretenimento,0.057537597506689506,45
Instagram,55-64,Masculino,Curitiba,Educação,0.03755937953964553,47
Instagram,45-54,Masculino,Belo Horizonte,Negócios,0.03319574214592053,40
Instagram,35-44,Masculino,Campinas,Culinária,0.06933155165565984,59
Instagram,18-24,Outro,Brasília,Culinária,0.03543407181685503,55
Instagram,45-54,Feminino,Manaus,Moda,0.05266506290253582,18
Instagram,45-54,Masculino,Campinas,Fitness,0.05528997819738016,37
Instagram,25-34,Feminino,Fortaleza,Educação,0.041629560631112034,13
Instagram,55-64,Feminino,Salvador,Fitness,0.04198340085214501,47
Instagram,45-54,Masculino,Goiânia,Educação,0.04362887326395921,27
Instagram,45-54,Feminino,Belém,Culinária,0.061644428535331655,47
Instagram,65+,Feminino,Belo Horizonte,Arte,0.062416694086294175,6
Instagram,18-24,Masculino,São Luís,Educação,0.024520095170190638,31
Instagram,35-44,Feminino,Campinas,Moda,0.04891784098577752,33
Instagram,18-24,Feminino,Curitiba,Negócios,0.07950803899163385,38
Instagram,65+,Outro,Recife,Casa e Decoração,0.05768219361131123,37
Instagram,25-34,Feminino,Goiânia,Educação,0.04592427219849987,42
Instagram,65+,Masculino,Recife,Automóveis,0.043271881328833986,18
Instagram,65+,Masculino,Manaus,Culinária,0.0749954339811304,8
Instagram,55-64,Outro,Recife,Casa e Decoração,0.06182501031050493,21
Instagram,45-54,Outro,Manaus,Educação,0.05082544427554719,11
Instagram,18-24,Outro,Curitiba,Automóveis,0.04611873439058799,60
Instagram,65+,Feminino,Brasília,Esportes,0.03132841544835156,11
Instagram,35-44,Outro,São Paulo,Educação,0.03256642553052115,14
Instagram,35-44,Feminino,São Paulo,Automóveis,0.028025273002092527,28
Instagram,35-44,Outro,Goiânia,Moda,0.049041191182199524,47
Instagram,45-54,Masculino,Manaus,Música,0.06662975579905168,40
Instagram,25-34,Masculino,Guarulhos,Beleza,0.02339154636753842,59
Instagram,55-64,Outro,Manaus,Culinária,0.04858126511170771,56
Instagram,25-34,Feminino,Goiânia,Fitness,0.04337102513783293,35
Instagram,25-34,Feminino,São Paulo,Tecnologia,0.029281731228596203,29
Instagram,45-54,Feminino,Salvador,Arte,0.053372279179472334,36
Instagram,18-24,Masculino,Fortaleza,Beleza,0.056025577126154164,27
Instagram,18-24,Outro,Recife,Entretenimento,0.06143815027849776,25
Instagram,25-34,Masculino,Fortaleza,Negócios,0.05149835906043122,23
Instagram,25-34,Outro,Fortaleza,Saúde,0.0355940171077113,36
Instagram,65+,Feminino,Belém,Casa e Decoração,0.06159484261517148,17
Instagram,35-44,Outro,Porto Alegre,Tecnologia,0.07619993771475785,11
Instagram,18-24,Feminino,Fortaleza,Educação,0.05701738460896437,6
Instagram,18-24,Masculino,Rio de Janeiro,Moda,0.05383359547384951,29
Instagram,18-24,Masculino,Porto Alegre,Culinária,0.06498335300556961,49
Instagram,25-34,Feminino,Curitiba,Esportes,0.05973376522070352,5
Instagram,18-24,Feminino,Campinas,Música,0.029178105120807735,59
Instagram,25-34,Masculino,Curitiba,Beleza,0.035515467727447424,35
Instagram,35-44,Masculino,Salvador,Saúde,0.06398869397304005,51
Instagram,55-64,Outro,São Paulo,Automóveis,0.022321158942560978,49
Instagram,25-34,Masculino,Belo Horizonte,Tecnologia,0.0655420612180596,14
Instagram,45-54,Outro,Manaus,Arte,0.05023933800328773,14
Instagram,18-24,Masculino,Manaus,Casa e Decoração,0.07744697357979972,29
Instagram,45-54,Outro,Porto Alegre,Beleza,0.07509329176835214,42
Instagram,45-54,Outro,Goiânia,Saúde,0.03932966170828438,47
Instagram,65+,Feminino,Brasília,Tecnologia,0.03344336064736036,54
Instagram,18-24,Outro,Recife,Viagem,0.05017351441838648,46
Instagram,18-24,Outro,Belém,Viagem,0.036261408687859306,23
Instagram,18-24,Masculino,São Luís,Moda,0.07967513759560578,26
Instagram,65+,Masculino,Manaus,Culinária,0.06914614004941856,32
Instagram,25-34,Outro,Rio de Janeiro,Moda,0.031541050144808916,13
Instagram,18-24,Outro,Goiânia,Casa e Decoração,0.058093513221858226,37
Instagram,35-44,Feminino,Curitiba,Beleza,0.02526518459893298,6
Instagram,55-64,Outro,Salvador,Negócios,0.03775882019614615,56
Instagram,25-34,Outro,São Luís,Entretenimento,0.05063418924907016,36
Instagram,25-34,Masculino,Curitiba,Moda,0.03285408281597769,32
Instagram,25-34,Masculino,Brasília,Esportes,0.051428297599277945,28
Instagram,55-64,Outro,Curitiba,Casa e Decoração,0.03610817698267235,41
Instagram,35-44,Outro,Recife,Educação,0.0631144631307667,22
Instagram,55-64,Feminino,Belém,Fitness,0.02660425871074185,53
Instagram,65+,Outro,Campinas,Automóveis,0.03367902602119974,40
Instagram,35-44,Masculino,São Paulo,Negócios,0.04624147651840724,29
Instagram,18-24,Feminino,Campinas,Música,0.05231442769787746,23
Instagram,35-44,Outro,Goiânia,Entretenimento,0.041192773707616356,29
Instagram,25-34,Feminino,Rio de Janeiro,Esportes,0.0720518370526246,36
Instagram,18-24,Outro,São Luís,Tecnologia,0.06364843688532791,19
Instagram,65+,Feminino,Belém,Viagem,0.06667244542202791,24
Instagram,55-64,Masculino,Porto Alegre,Tecnologia,0.02839273889983675,13
Instagram,25-34,Outro,Recife,Esportes,0.07480042794979812,10
Instagram,18-24,Outro,Brasília,Entretenimento,0.02817205773045945,52
Instagram,55-64,Outro,São Luís,Negócios,0.02122612159894959,31
Instagram,18-24,Outro,Fortaleza,Casa e Decoração,0.05624063423748843,33
Instagram,65+,Outro,Rio de Janeiro,Negócios,0.025314932154108755,57
Instagram,35-44,Outro,São Paulo,Entretenimento,0.02260178099647687,8
Instagram,55-64,Outro,Porto Alegre,Culinária,0.03498761641362237,23
Instagram,65+,Masculino,Belo Horizonte,Culinária,0.07386430270510637,40
Instagram,18-24,Masculino,Fortaleza,Educação,0.022530207322137306,10
Instagram,45-54,Outro,Campinas,Viagem,0.037116334377777026,15
Instagram,35-44,Feminino,Brasília,Negócios,0.03153335059523014,11
Instagram,18-24,Masculino,Manaus,Educação,0.05543240417565899,19
Instagram,65+,Masculino,Porto Alegre,Negócios,0.05595623194517732,59
Instagram,18-24,Outro,Manaus,Viagem,0.051126034388325324,31
Instagram,65+,Masculino,Rio de Janeiro,Moda,0.05709305751622695,22
Instagram,25-34,Masculino,Salvador,Moda,0.04063902163627646,44
Instagram,55-64,Feminino,São Paulo,Educação,0.04827369207747627,30
Instagram,35-44,Outro,Manaus,Arte,0.049132743919873406,31
Instagram,65+,Masculino,São Paulo,Fitness,0.0784863578440907,41
Instagram,55-64,Feminino,São Paulo,Música,0.05711112852463601,44
Instagram,55-64,Masculino,São Luís,Culinária,0.036509936179342964,44
Instagram,65+,Outro,Goiânia,Casa e Decoração,0.06593610419812623,13
Instagram,18-24,Masculino,Belo Horizonte,Entretenimento,0.02705641677987406,57
Instagram,18-24,Outro,Porto Alegre,Arte,0.06336480179288552,26
Instagram,45-54,Masculino,São Paulo,Casa e Decoração,0.0564141759963144,54
Instagram,25-34,Outro,São Paulo,Viagem,0.07426910851761258,43
Instagram,55-64,Masculino,Campinas,Esportes,0.05195544801752025,10
Instagram,25-34,Feminino,Manaus,Esportes,0.02658506225366442,21
Instagram,35-44,Masculino,Curitiba,Arte,0.020836602641768755,42
Instagram,18-24,Feminino,Salvador,Viagem,0.024141671602744354,54
Instagram,55-64,Masculino,Recife,Fitness,0.02616721864851941,58
Instagram,25-34,Feminino,Rio de Janeiro,Culinária,0.03134219518640875,56
Instagram,18-24,Outro,Rio de Janeiro,Viagem,0.027510356933179905,57
Instagram,25-34,Feminino,São Luís,Educação,0.05672135866008719,6
Instagram,25-34,Outro,Belo Horizonte,Moda,0.03562487997408577,38
Instagram,25-34,Outro,Salvador,Tecnologia,0.03131864203607438,18
Instagram,55-64,Feminino,Belo Horizonte,Moda,0.056865180133625876,16
Instagram,55-64,Feminino,São Luís,Moda,0.02988094345273872,36
Instagram,65+,Masculino,São Paulo,Negócios,0.02269061555480402,56
Instagram,35-44,Masculino,Rio de Janeiro,Casa e Decoração,0.0771366657396539,18
Instagram,45-54,Masculino,São Luís,Música,0.047583515914005545,34
Instagram,25-34,Outro,Brasília,Culinária,0.06165879266998689,58
Instagram,55-64,Masculino,São Paulo,Negócios,0.05606638803892147,45
Instagram,25-34,Outro,Brasília,Entretenimento,0.036738907168571464,12
Instagram,55-64,Feminino,Belo Horizonte,Moda,0.060151623920357916,42
Instagram,35-44,Masculino,Campinas,Saúde,0.05281823955372199,56
Instagram,25-34,Outro,São Paulo,Automóveis,0.057767729394635356,13
Instagram,45-54,Masculino,Guarulhos,Tecnologia,0.02589111188287872,15
Instagram,65+,Outro,São Luís,Entretenimento,0.05966386002552847,34
Instagram,65+,Outro,Manaus,Beleza,0.06419818418918018,30
Instagram,18-24,Masculino,Curitiba,Tecnologia,0.03267402750033334,27
Instagram,65+,Masculino,Salvador,Esportes,0.04593750636554679,16
Instagram,45-54,Outro,Porto Alegre,Automóveis,0.048139871687683064,60
Instagram,55-64,Masculino,Manaus,Esportes,0.07919401942011546,44
Instagram,18-24,Outro,Porto Alegre,Fitness,0.053501126314826064,37
Instagram,18-24,Feminino,Rio de Janeiro,Moda,0.07225176236931855,32
Instagram,18-24,Feminino,São Paulo,Viagem,0.05346465511290381,16
Instagram,25-34,Feminino,Porto Alegre,Viagem,0.07511731973095641,24
Instagram,35-44,Masculino,Brasília,Esportes,0.04970990922902918,43
Instagram,65+,Outro,Rio de Janeiro,Viagem,0.0571699392585399,57
Instagram,25-34,Masculino,São Luís,Arte,0.02704596589612298,33
Instagram,65+,Masculino,Salvador,Arte,0.028553600908447645,39
Instagram,65+,Masculino,São Luís,Saúde,0.044090532985846635,32
Instagram,35-44,Masculino,Guarulhos,Casa e Decoração,0.04311454374178859,46
Instagram,35-44,Feminino,Brasília,Casa e Decoração,0.07069064774322767,24
Instagram,55-64,Outro,Recife,Fitness,0.038359972807427554,47
Instagram,35-44,Outro,Rio de Janeiro,Arte,0.06260068713661586,15
Instagram,55-64,Masculino,Campinas,Tecnologia,0.028592321961759877,30
